Clinic,Date,Start_Time,End_Time,Total_Scheduled_Visits
Adult Medicine,2016-02-11,14:00:00.0000000,14:15:00.0000000,10
Adult Medicine,2016-02-11,14:10:00.0000000,14:20:00.0000000,1
Adult Medicine,2016-02-11,14:10:00.0000000,14:25:00.0000000,1
Adult Medicine,2016-02-11,14:15:00.0000000,14:30:00.0000000,2
Adult Medicine,2016-02-11,14:20:00.0000000,14:35:00.0000000,2
Adult Medicine,2016-02-11,14:30:00.0000000,14:40:00.0000000,2
Adult Medicine,2016-02-11,14:30:00.0000000,14:45:00.0000000,4
Adult Medicine,2016-02-11,14:40:00.0000000,14:50:00.0000000,1
Adult Medicine,2016-02-11,14:40:00.0000000,14:55:00.0000000,3
Adult Medicine,2016-02-11,14:45:00.0000000,15:00:00.0000000,2
Adult Medicine,2016-02-11,14:50:00.0000000,15:05:00.0000000,3
Adult Medicine,2016-02-11,15:00:00.0000000,15:15:00.0000000,5
Adult Medicine,2016-02-11,15:10:00.0000000,15:25:00.0000000,1
Adult Medicine,2016-02-11,15:15:00.0000000,15:30:00.0000000,5
Adult Medicine,2016-02-11,15:20:00.0000000,15:35:00.0000000,2
Adult Medicine,2016-02-11,15:30:00.0000000,15:45:00.0000000,6
Adult Medicine,2016-02-11,15:30:00.0000000,16:00:00.0000000,1
Adult Medicine,2016-02-11,15:35:00.0000000,15:50:00.0000000,1
Adult Medicine,2016-02-11,15:37:00.0000000,15:52:00.0000000,1
Adult Medicine,2016-02-11,15:38:00.0000000,15:53:00.0000000,1
Adult Medicine,2016-02-11,15:45:00.0000000,16:00:00.0000000,2
Adult Medicine,2016-02-11,15:50:00.0000000,16:05:00.0000000,1
Adult Medicine,2016-02-11,16:00:00.0000000,16:15:00.0000000,1
Adult Medicine,2016-02-11,16:30:00.0000000,16:40:00.0000000,1
Adult Medicine,2016-02-11,16:30:00.0000000,16:45:00.0000000,1
Adult Medicine,2016-02-11,16:40:00.0000000,16:55:00.0000000,1
Adult Medicine,2016-02-11,16:43:00.0000000,16:58:00.0000000,1
Adult Medicine,2016-02-11,16:45:00.0000000,17:00:00.0000000,1
Adult Medicine,2016-02-11,16:50:00.0000000,17:00:00.0000000,1
Adult Medicine,2016-02-11,17:00:00.0000000,17:15:00.0000000,5
Adult Medicine,2016-02-11,17:10:00.0000000,17:25:00.0000000,1
Adult Medicine,2016-02-11,17:11:00.0000000,17:26:00.0000000,1
Adult Medicine,2016-02-11,17:15:00.0000000,17:30:00.0000000,2
Adult Medicine,2016-02-11,17:30:00.0000000,17:45:00.0000000,3
Adult Medicine,2016-02-11,17:45:00.0000000,18:00:00.0000000,4
Adult Medicine,2016-02-11,18:00:00.0000000,18:15:00.0000000,2
Adult Medicine,2016-02-11,18:03:00.0000000,18:18:00.0000000,1
Adult Medicine,2016-02-11,18:15:00.0000000,18:30:00.0000000,1
Adult Medicine,2016-02-11,18:30:00.0000000,18:45:00.0000000,1
Adult Medicine,2016-02-12,08:30:00.0000000,08:40:00.0000000,2
Adult Medicine,2016-02-12,08:40:00.0000000,08:55:00.0000000,1
Adult Medicine,2016-02-12,08:50:00.0000000,09:05:00.0000000,1
Adult Medicine,2016-02-12,09:00:00.0000000,09:15:00.0000000,7
Adult Medicine,2016-02-12,09:30:00.0000000,09:45:00.0000000,5
Adult Medicine,2016-02-12,09:40:00.0000000,09:55:00.0000000,1
Adult Medicine,2016-02-12,09:45:00.0000000,10:00:00.0000000,7
Adult Medicine,2016-02-12,09:50:00.0000000,10:05:00.0000000,2
Adult Medicine,2016-02-12,10:00:00.0000000,10:15:00.0000000,8
Adult Medicine,2016-02-12,10:05:00.0000000,10:20:00.0000000,1
Adult Medicine,2016-02-12,10:10:00.0000000,10:25:00.0000000,1
Adult Medicine,2016-02-12,10:12:00.0000000,10:27:00.0000000,1
Adult Medicine,2016-02-12,10:15:00.0000000,10:30:00.0000000,1
Adult Medicine,2016-02-12,10:20:00.0000000,10:35:00.0000000,2
Adult Medicine,2016-02-12,10:30:00.0000000,10:45:00.0000000,3
Adult Medicine,2016-02-12,10:45:00.0000000,11:00:00.0000000,1
Adult Medicine,2016-02-12,10:49:00.0000000,11:04:00.0000000,1
Adult Medicine,2016-02-12,10:51:00.0000000,11:06:00.0000000,1
Adult Medicine,2016-02-12,11:00:00.0000000,11:15:00.0000000,7
Adult Medicine,2016-02-12,11:15:00.0000000,11:30:00.0000000,3
Adult Medicine,2016-02-12,11:30:00.0000000,11:45:00.0000000,4
Adult Medicine,2016-02-12,11:40:00.0000000,11:55:00.0000000,1
Adult Medicine,2016-02-12,12:00:00.0000000,12:15:00.0000000,1
Adult Medicine,2016-02-12,13:00:00.0000000,13:15:00.0000000,3
Adult Medicine,2016-02-12,13:00:00.0000000,13:30:00.0000000,1
Adult Medicine,2016-02-12,13:12:00.0000000,13:27:00.0000000,1
Adult Medicine,2016-02-12,13:13:00.0000000,13:23:00.0000000,1
Adult Medicine,2016-02-12,13:15:00.0000000,13:30:00.0000000,3
Adult Medicine,2016-02-12,13:20:00.0000000,13:35:00.0000000,1
Adult Medicine,2016-02-12,13:30:00.0000000,13:45:00.0000000,2
Adult Medicine,2016-02-12,13:42:00.0000000,13:57:00.0000000,1
Adult Medicine,2016-02-12,13:45:00.0000000,14:00:00.0000000,3
Adult Medicine,2016-02-12,13:48:00.0000000,14:03:00.0000000,1
Adult Medicine,2016-02-12,13:50:00.0000000,14:00:00.0000000,1
Adult Medicine,2016-02-12,14:00:00.0000000,14:15:00.0000000,5
Adult Medicine,2016-02-12,14:10:00.0000000,14:25:00.0000000,1
Adult Medicine,2016-02-12,14:15:00.0000000,14:30:00.0000000,1
Adult Medicine,2016-02-12,14:20:00.0000000,14:35:00.0000000,1
Adult Medicine,2016-02-12,14:30:00.0000000,14:45:00.0000000,4
Adult Medicine,2016-02-12,14:49:00.0000000,14:59:00.0000000,1
Adult Medicine,2016-02-12,15:00:00.0000000,15:15:00.0000000,1
Adult Medicine,2016-02-12,15:00:00.0000000,15:30:00.0000000,1
Adult Medicine,2016-02-12,15:10:00.0000000,15:25:00.0000000,1
Adult Medicine,2016-02-12,15:15:00.0000000,15:30:00.0000000,1
Adult Medicine,2016-02-12,15:20:00.0000000,15:35:00.0000000,1
Adult Medicine,2016-02-12,15:30:00.0000000,15:45:00.0000000,2
Adult Medicine,2016-02-12,15:30:00.0000000,16:00:00.0000000,1
Adult Medicine,2016-02-12,15:40:00.0000000,15:55:00.0000000,1
Adult Medicine,2016-02-12,15:47:00.0000000,15:57:00.0000000,1
Adult Medicine,2016-02-12,15:50:00.0000000,16:05:00.0000000,1
Adult Medicine,2016-02-12,16:00:00.0000000,16:15:00.0000000,1
Adult Medicine,2016-02-16,09:00:00.0000000,09:15:00.0000000,6
Adult Medicine,2016-02-16,09:00:00.0000000,09:30:00.0000000,1
Adult Medicine,2016-02-16,09:15:00.0000000,09:30:00.0000000,1
Adult Medicine,2016-02-16,09:30:00.0000000,09:45:00.0000000,7
Adult Medicine,2016-02-16,09:45:00.0000000,10:00:00.0000000,6
Adult Medicine,2016-02-16,09:47:00.0000000,10:02:00.0000000,1
Adult Medicine,2016-02-16,09:55:00.0000000,10:10:00.0000000,1
Adult Medicine,2016-02-16,09:59:00.0000000,10:14:00.0000000,1
Adult Medicine,2016-02-16,10:00:00.0000000,10:15:00.0000000,4
Adult Medicine,2016-02-16,10:02:00.0000000,10:17:00.0000000,1
Adult Medicine,2016-02-16,10:09:00.0000000,10:24:00.0000000,1
Adult Medicine,2016-02-16,10:15:00.0000000,10:30:00.0000000,4
Adult Medicine,2016-02-16,10:15:00.0000000,10:45:00.0000000,1
Adult Medicine,2016-02-16,10:22:00.0000000,10:37:00.0000000,1
Adult Medicine,2016-02-16,10:28:00.0000000,10:43:00.0000000,1
Adult Medicine,2016-02-16,10:30:00.0000000,10:45:00.0000000,7
Adult Medicine,2016-02-16,10:45:00.0000000,11:00:00.0000000,5
Adult Medicine,2016-02-16,10:50:00.0000000,11:05:00.0000000,1
Adult Medicine,2016-02-16,10:54:00.0000000,11:09:00.0000000,1
Adult Medicine,2016-02-16,11:00:00.0000000,11:15:00.0000000,6
Adult Medicine,2016-02-16,11:06:00.0000000,11:21:00.0000000,1
Adult Medicine,2016-02-16,11:15:00.0000000,11:30:00.0000000,3
Adult Medicine,2016-02-16,11:19:00.0000000,11:34:00.0000000,1
Adult Medicine,2016-02-16,11:30:00.0000000,11:45:00.0000000,8
Adult Medicine,2016-02-16,12:00:00.0000000,12:15:00.0000000,3
Adult Medicine,2016-02-16,12:10:00.0000000,12:25:00.0000000,1
Adult Medicine,2016-02-16,12:15:00.0000000,12:30:00.0000000,1
Adult Medicine,2016-02-16,12:20:00.0000000,12:35:00.0000000,1
Adult Medicine,2016-02-16,12:30:00.0000000,12:45:00.0000000,2
Adult Medicine,2016-02-16,12:40:00.0000000,12:55:00.0000000,1
Adult Medicine,2016-02-16,12:50:00.0000000,13:05:00.0000000,1
Adult Medicine,2016-02-16,13:00:00.0000000,13:15:00.0000000,10
Adult Medicine,2016-02-16,13:10:00.0000000,13:25:00.0000000,3
Adult Medicine,2016-02-16,13:15:00.0000000,13:30:00.0000000,1
Adult Medicine,2016-02-16,13:20:00.0000000,13:30:00.0000000,1
Adult Medicine,2016-02-16,13:20:00.0000000,13:35:00.0000000,1
Adult Medicine,2016-02-16,13:30:00.0000000,13:45:00.0000000,5
Adult Medicine,2016-02-16,13:30:00.0000000,14:00:00.0000000,1
Adult Medicine,2016-02-16,13:34:00.0000000,13:49:00.0000000,1
Adult Medicine,2016-02-16,13:40:00.0000000,13:55:00.0000000,1
Adult Medicine,2016-02-16,13:41:00.0000000,13:56:00.0000000,1
Adult Medicine,2016-02-16,13:45:00.0000000,14:00:00.0000000,6
Adult Medicine,2016-02-16,13:48:00.0000000,14:03:00.0000000,1
Adult Medicine,2016-02-16,14:00:00.0000000,14:15:00.0000000,3
Adult Medicine,2016-02-16,14:10:00.0000000,14:25:00.0000000,1
Adult Medicine,2016-02-16,14:12:00.0000000,14:27:00.0000000,1
Adult Medicine,2016-02-16,14:15:00.0000000,14:30:00.0000000,3
Adult Medicine,2016-02-16,14:20:00.0000000,14:35:00.0000000,2
Adult Medicine,2016-02-16,14:30:00.0000000,14:45:00.0000000,6
Adult Medicine,2016-02-16,14:45:00.0000000,15:00:00.0000000,2
Adult Medicine,2016-02-16,14:46:00.0000000,15:01:00.0000000,1
Adult Medicine,2016-02-16,14:50:00.0000000,15:00:00.0000000,1
Adult Medicine,2016-02-16,14:57:00.0000000,15:12:00.0000000,1
Adult Medicine,2016-02-16,15:00:00.0000000,15:15:00.0000000,6
Adult Medicine,2016-02-16,15:02:00.0000000,15:17:00.0000000,1
Adult Medicine,2016-02-16,15:10:00.0000000,15:25:00.0000000,1
Adult Medicine,2016-02-16,15:12:00.0000000,15:27:00.0000000,1
Adult Medicine,2016-02-16,15:15:00.0000000,15:30:00.0000000,3
Adult Medicine,2016-02-16,15:20:00.0000000,15:30:00.0000000,1
Adult Medicine,2016-02-16,15:30:00.0000000,15:45:00.0000000,8
Adult Medicine,2016-02-16,15:39:00.0000000,15:54:00.0000000,1
Adult Medicine,2016-02-16,15:45:00.0000000,16:00:00.0000000,1
Adult Medicine,2016-02-16,15:50:00.0000000,16:00:00.0000000,1
Adult Medicine,2016-02-16,16:00:00.0000000,16:15:00.0000000,1
Adult Medicine,2016-02-16,16:30:00.0000000,16:40:00.0000000,1
Adult Medicine,2016-02-16,16:30:00.0000000,16:45:00.0000000,1
Adult Medicine,2016-02-16,16:40:00.0000000,16:55:00.0000000,1
Adult Medicine,2016-02-16,16:45:00.0000000,17:00:00.0000000,1
Adult Medicine,2016-02-16,16:50:00.0000000,17:05:00.0000000,2
Adult Medicine,2016-02-16,17:00:00.0000000,17:15:00.0000000,3
Adult Medicine,2016-02-16,17:15:00.0000000,17:30:00.0000000,1
Adult Medicine,2016-02-16,17:30:00.0000000,17:45:00.0000000,2
Adult Medicine,2016-02-16,17:31:00.0000000,17:46:00.0000000,1
Adult Medicine,2016-02-16,17:45:00.0000000,18:00:00.0000000,2
Adult Medicine,2016-02-16,18:00:00.0000000,18:15:00.0000000,2
Adult Medicine,2016-02-17,08:20:00.0000000,08:35:00.0000000,1
Adult Medicine,2016-02-17,09:00:00.0000000,09:15:00.0000000,6
Adult Medicine,2016-02-17,09:11:00.0000000,09:26:00.0000000,1
Adult Medicine,2016-02-17,09:15:00.0000000,09:30:00.0000000,2
Adult Medicine,2016-02-17,09:23:00.0000000,09:38:00.0000000,1
Adult Medicine,2016-02-17,09:30:00.0000000,09:45:00.0000000,6
Adult Medicine,2016-02-17,09:45:00.0000000,10:00:00.0000000,8
Adult Medicine,2016-02-17,09:57:00.0000000,10:12:00.0000000,1
Adult Medicine,2016-02-17,10:00:00.0000000,10:15:00.0000000,4
Adult Medicine,2016-02-17,10:00:00.0000000,10:30:00.0000000,1
Adult Medicine,2016-02-17,10:00:00.0000000,11:00:00.0000000,1
Adult Medicine,2016-02-17,10:15:00.0000000,10:30:00.0000000,3
Adult Medicine,2016-02-17,10:20:00.0000000,10:35:00.0000000,1
Adult Medicine,2016-02-17,10:25:00.0000000,10:35:00.0000000,1
Adult Medicine,2016-02-17,10:30:00.0000000,10:45:00.0000000,7
Adult Medicine,2016-02-17,10:37:00.0000000,10:52:00.0000000,1
Adult Medicine,2016-02-17,10:45:00.0000000,11:00:00.0000000,2
Adult Medicine,2016-02-17,11:00:00.0000000,11:15:00.0000000,10
Adult Medicine,2016-02-17,11:10:00.0000000,11:25:00.0000000,2
Adult Medicine,2016-02-17,11:15:00.0000000,11:30:00.0000000,3
Adult Medicine,2016-02-17,11:20:00.0000000,11:35:00.0000000,1
Adult Medicine,2016-02-17,11:30:00.0000000,11:45:00.0000000,7
Adult Medicine,2016-02-17,11:37:00.0000000,11:52:00.0000000,1
Adult Medicine,2016-02-17,11:45:00.0000000,11:55:00.0000000,1
Adult Medicine,2016-02-17,11:55:00.0000000,12:10:00.0000000,1
Adult Medicine,2016-02-17,12:15:00.0000000,12:30:00.0000000,1
Adult Medicine,2016-02-17,12:22:00.0000000,12:37:00.0000000,1
Adult Medicine,2016-02-17,12:25:00.0000000,12:35:00.0000000,1
Adult Medicine,2016-02-17,12:30:00.0000000,12:45:00.0000000,1
Adult Medicine,2016-02-17,12:35:00.0000000,12:45:00.0000000,1
Adult Medicine,2016-02-17,12:40:00.0000000,12:50:00.0000000,1
Adult Medicine,2016-02-17,12:45:00.0000000,13:00:00.0000000,1
Adult Medicine,2016-02-17,12:50:00.0000000,13:00:00.0000000,1
Adult Medicine,2016-02-17,13:00:00.0000000,13:10:00.0000000,2
Adult Medicine,2016-02-17,13:00:00.0000000,13:15:00.0000000,9
Adult Medicine,2016-02-17,13:06:00.0000000,13:21:00.0000000,1
Adult Medicine,2016-02-17,13:10:00.0000000,13:25:00.0000000,2
Adult Medicine,2016-02-17,13:14:00.0000000,13:29:00.0000000,1
Adult Medicine,2016-02-17,13:15:00.0000000,13:30:00.0000000,2
Adult Medicine,2016-02-17,13:20:00.0000000,13:35:00.0000000,4
Adult Medicine,2016-02-17,13:30:00.0000000,13:45:00.0000000,9
Adult Medicine,2016-02-17,13:40:00.0000000,13:55:00.0000000,1
Adult Medicine,2016-02-17,13:45:00.0000000,14:00:00.0000000,3
Adult Medicine,2016-02-17,13:45:00.0000000,14:30:00.0000000,1
Adult Medicine,2016-02-17,13:57:00.0000000,14:12:00.0000000,1
Adult Medicine,2016-02-17,14:00:00.0000000,14:10:00.0000000,1
Adult Medicine,2016-02-17,14:00:00.0000000,14:15:00.0000000,5
Adult Medicine,2016-02-17,14:00:00.0000000,15:00:00.0000000,1
Adult Medicine,2016-02-17,14:02:00.0000000,14:17:00.0000000,1
Adult Medicine,2016-02-17,14:10:00.0000000,14:25:00.0000000,2
Adult Medicine,2016-02-17,14:15:00.0000000,14:30:00.0000000,3
Adult Medicine,2016-02-17,14:20:00.0000000,14:35:00.0000000,3
Adult Medicine,2016-02-17,14:30:00.0000000,14:45:00.0000000,6
Adult Medicine,2016-02-17,14:36:00.0000000,14:51:00.0000000,1
Adult Medicine,2016-02-17,14:45:00.0000000,15:00:00.0000000,2
Adult Medicine,2016-02-17,14:51:00.0000000,15:06:00.0000000,1
Adult Medicine,2016-02-17,14:58:00.0000000,15:13:00.0000000,1
Adult Medicine,2016-02-17,15:00:00.0000000,15:15:00.0000000,7
Adult Medicine,2016-02-17,15:03:00.0000000,15:18:00.0000000,1
Adult Medicine,2016-02-17,15:10:00.0000000,15:25:00.0000000,1
Adult Medicine,2016-02-17,15:15:00.0000000,15:30:00.0000000,6
Adult Medicine,2016-02-17,15:20:00.0000000,15:35:00.0000000,1
Adult Medicine,2016-02-17,15:29:00.0000000,15:44:00.0000000,1
Adult Medicine,2016-02-17,15:30:00.0000000,15:45:00.0000000,4
Adult Medicine,2016-02-17,15:40:00.0000000,15:55:00.0000000,1
Adult Medicine,2016-02-17,16:00:00.0000000,16:15:00.0000000,1
Adult Medicine,2016-02-17,16:00:00.0000000,16:20:00.0000000,1
Adult Medicine,2016-02-17,16:15:00.0000000,16:30:00.0000000,1
Adult Medicine,2016-02-17,16:20:00.0000000,16:30:00.0000000,1
Adult Medicine,2016-02-17,16:20:00.0000000,16:35:00.0000000,1
Adult Medicine,2016-02-17,16:30:00.0000000,16:45:00.0000000,2
Adult Medicine,2016-02-17,16:40:00.0000000,16:55:00.0000000,1
Adult Medicine,2016-02-17,17:00:00.0000000,17:15:00.0000000,7
Adult Medicine,2016-02-17,17:20:00.0000000,17:35:00.0000000,2
Adult Medicine,2016-02-17,17:30:00.0000000,17:45:00.0000000,4
Adult Medicine,2016-02-17,17:30:00.0000000,18:00:00.0000000,1
Adult Medicine,2016-02-17,17:45:00.0000000,18:00:00.0000000,2
Adult Medicine,2016-02-17,18:00:00.0000000,18:15:00.0000000,5
Adult Medicine,2016-02-17,18:15:00.0000000,18:30:00.0000000,1
Adult Medicine,2016-02-18,08:30:00.0000000,08:40:00.0000000,1
Adult Medicine,2016-02-18,09:00:00.0000000,09:15:00.0000000,13
Adult Medicine,2016-02-18,09:15:00.0000000,09:30:00.0000000,3
Adult Medicine,2016-02-18,09:30:00.0000000,09:40:00.0000000,1
Adult Medicine,2016-02-18,09:30:00.0000000,09:45:00.0000000,8
Adult Medicine,2016-02-18,09:30:00.0000000,10:00:00.0000000,2
Adult Medicine,2016-02-18,09:36:00.0000000,09:51:00.0000000,1
Adult Medicine,2016-02-18,09:40:00.0000000,09:55:00.0000000,1
Adult Medicine,2016-02-18,09:45:00.0000000,10:00:00.0000000,10
Adult Medicine,2016-02-18,10:00:00.0000000,10:15:00.0000000,8
Adult Medicine,2016-02-18,10:15:00.0000000,10:30:00.0000000,6
Adult Medicine,2016-02-18,10:21:00.0000000,10:36:00.0000000,1
Adult Medicine,2016-02-18,10:27:00.0000000,10:42:00.0000000,1
Adult Medicine,2016-02-18,10:30:00.0000000,10:45:00.0000000,9
Adult Medicine,2016-02-18,10:35:00.0000000,10:50:00.0000000,1
Adult Medicine,2016-02-18,10:44:00.0000000,10:59:00.0000000,1
Adult Medicine,2016-02-18,10:45:00.0000000,11:00:00.0000000,4
Adult Medicine,2016-02-18,11:00:00.0000000,11:15:00.0000000,14
Adult Medicine,2016-02-18,11:00:00.0000000,11:30:00.0000000,2
Adult Medicine,2016-02-18,11:09:00.0000000,11:24:00.0000000,1
Adult Medicine,2016-02-18,11:15:00.0000000,11:30:00.0000000,8
Adult Medicine,2016-02-18,11:30:00.0000000,11:45:00.0000000,9
Adult Medicine,2016-02-18,11:40:00.0000000,11:55:00.0000000,1
Adult Medicine,2016-02-18,11:45:00.0000000,12:00:00.0000000,1
Adult Medicine,2016-02-18,12:00:00.0000000,12:15:00.0000000,1
Adult Medicine,2016-02-18,12:15:00.0000000,12:30:00.0000000,1
Adult Medicine,2016-02-18,12:55:00.0000000,13:10:00.0000000,1
Adult Medicine,2016-02-18,13:00:00.0000000,13:10:00.0000000,2
Adult Medicine,2016-02-18,13:00:00.0000000,13:15:00.0000000,8
Adult Medicine,2016-02-18,13:00:00.0000000,13:30:00.0000000,2
Adult Medicine,2016-02-18,13:10:00.0000000,13:25:00.0000000,3
Adult Medicine,2016-02-18,13:20:00.0000000,13:35:00.0000000,3
Adult Medicine,2016-02-18,13:30:00.0000000,13:45:00.0000000,3
Adult Medicine,2016-02-18,13:30:00.0000000,14:00:00.0000000,1
Adult Medicine,2016-02-18,13:40:00.0000000,13:55:00.0000000,1
Adult Medicine,2016-02-18,13:45:00.0000000,14:00:00.0000000,5
Adult Medicine,2016-02-18,13:50:00.0000000,14:05:00.0000000,3
Adult Medicine,2016-02-18,14:00:00.0000000,14:15:00.0000000,9
Adult Medicine,2016-02-18,14:00:00.0000000,14:30:00.0000000,1
Adult Medicine,2016-02-18,14:10:00.0000000,14:25:00.0000000,2
Adult Medicine,2016-02-18,14:15:00.0000000,14:30:00.0000000,1
Adult Medicine,2016-02-18,14:20:00.0000000,14:35:00.0000000,3
Adult Medicine,2016-02-18,14:30:00.0000000,14:45:00.0000000,9
Adult Medicine,2016-02-18,14:40:00.0000000,14:55:00.0000000,2
Adult Medicine,2016-02-18,14:45:00.0000000,15:00:00.0000000,3
Adult Medicine,2016-02-18,15:00:00.0000000,15:15:00.0000000,7
Adult Medicine,2016-02-18,15:10:00.0000000,15:25:00.0000000,1
Adult Medicine,2016-02-18,15:15:00.0000000,15:30:00.0000000,2
Adult Medicine,2016-02-18,15:20:00.0000000,15:35:00.0000000,1
Adult Medicine,2016-02-18,15:30:00.0000000,15:45:00.0000000,3
Adult Medicine,2016-02-18,15:40:00.0000000,15:55:00.0000000,1
Adult Medicine,2016-02-18,15:50:00.0000000,16:05:00.0000000,1
Adult Medicine,2016-02-18,15:54:00.0000000,16:09:00.0000000,1
Adult Medicine,2016-02-18,16:00:00.0000000,16:15:00.0000000,4
Adult Medicine,2016-02-18,16:01:00.0000000,16:16:00.0000000,1
Adult Medicine,2016-02-18,16:02:00.0000000,16:17:00.0000000,1
Adult Medicine,2016-02-18,16:03:00.0000000,16:18:00.0000000,1
Adult Medicine,2016-02-18,16:04:00.0000000,16:19:00.0000000,1
Adult Medicine,2016-02-18,16:07:00.0000000,16:22:00.0000000,1
Adult Medicine,2016-02-18,16:08:00.0000000,16:23:00.0000000,1
Adult Medicine,2016-02-18,16:10:00.0000000,16:25:00.0000000,1
Adult Medicine,2016-02-18,16:40:00.0000000,16:55:00.0000000,1
Adult Medicine,2016-02-18,16:45:00.0000000,17:00:00.0000000,1
Adult Medicine,2016-02-18,17:30:00.0000000,17:45:00.0000000,1
Adult Medicine,2016-02-18,17:45:00.0000000,18:00:00.0000000,4
Adult Medicine,2016-02-18,18:00:00.0000000,18:15:00.0000000,1
Adult Medicine,2016-02-18,18:15:00.0000000,18:30:00.0000000,1
Adult Medicine,2016-02-18,18:30:00.0000000,18:45:00.0000000,1
Adult Medicine,2016-02-19,08:21:00.0000000,08:36:00.0000000,1
Adult Medicine,2016-02-19,08:30:00.0000000,08:45:00.0000000,1
Adult Medicine,2016-02-19,08:38:00.0000000,08:53:00.0000000,1
Adult Medicine,2016-02-19,08:40:00.0000000,08:55:00.0000000,1
Adult Medicine,2016-02-19,08:50:00.0000000,09:05:00.0000000,1
Adult Medicine,2016-02-19,09:00:00.0000000,09:15:00.0000000,7
Adult Medicine,2016-02-19,09:10:00.0000000,09:25:00.0000000,2
Adult Medicine,2016-02-19,09:15:00.0000000,09:30:00.0000000,3
Adult Medicine,2016-02-19,09:30:00.0000000,09:45:00.0000000,10
Adult Medicine,2016-02-19,09:40:00.0000000,09:55:00.0000000,1
Adult Medicine,2016-02-19,09:45:00.0000000,10:00:00.0000000,7
Adult Medicine,2016-02-19,09:54:00.0000000,10:09:00.0000000,1
Adult Medicine,2016-02-19,10:00:00.0000000,10:15:00.0000000,8
Adult Medicine,2016-02-19,10:10:00.0000000,10:25:00.0000000,1
Adult Medicine,2016-02-19,10:14:00.0000000,10:29:00.0000000,1
Adult Medicine,2016-02-19,10:15:00.0000000,10:30:00.0000000,2
Adult Medicine,2016-02-19,10:20:00.0000000,10:35:00.0000000,1
Adult Medicine,2016-02-19,10:30:00.0000000,10:45:00.0000000,8
Adult Medicine,2016-02-19,10:32:00.0000000,10:47:00.0000000,1
Adult Medicine,2016-02-19,10:42:00.0000000,10:57:00.0000000,1
Adult Medicine,2016-02-19,10:45:00.0000000,11:00:00.0000000,3
Adult Medicine,2016-02-19,11:00:00.0000000,11:15:00.0000000,5
Adult Medicine,2016-02-19,11:15:00.0000000,11:30:00.0000000,4
Adult Medicine,2016-02-19,11:20:00.0000000,11:35:00.0000000,1
Adult Medicine,2016-02-19,11:30:00.0000000,11:45:00.0000000,7
Adult Medicine,2016-02-19,12:00:00.0000000,12:15:00.0000000,1
Adult Medicine,2016-02-19,12:36:00.0000000,12:46:00.0000000,1
Adult Medicine,2016-02-19,13:00:00.0000000,13:15:00.0000000,5
Adult Medicine,2016-02-19,13:15:00.0000000,13:30:00.0000000,2
Adult Medicine,2016-02-19,13:20:00.0000000,13:35:00.0000000,1
Adult Medicine,2016-02-19,13:30:00.0000000,13:45:00.0000000,1
Adult Medicine,2016-02-19,13:35:00.0000000,13:50:00.0000000,1
Adult Medicine,2016-02-19,13:45:00.0000000,14:00:00.0000000,2
Adult Medicine,2016-02-19,14:00:00.0000000,14:15:00.0000000,8
Adult Medicine,2016-02-19,14:10:00.0000000,14:25:00.0000000,1
Adult Medicine,2016-02-19,14:15:00.0000000,14:30:00.0000000,1
Adult Medicine,2016-02-19,14:20:00.0000000,14:35:00.0000000,1
Adult Medicine,2016-02-19,14:27:00.0000000,14:42:00.0000000,1
Adult Medicine,2016-02-19,14:30:00.0000000,14:45:00.0000000,4
Adult Medicine,2016-02-19,14:40:00.0000000,14:55:00.0000000,1
Adult Medicine,2016-02-19,14:50:00.0000000,15:05:00.0000000,1
Adult Medicine,2016-02-19,15:00:00.0000000,15:15:00.0000000,4
Adult Medicine,2016-02-19,15:10:00.0000000,15:25:00.0000000,1
Adult Medicine,2016-02-19,15:15:00.0000000,15:30:00.0000000,2
Adult Medicine,2016-02-19,15:16:00.0000000,15:26:00.0000000,1
Adult Medicine,2016-02-19,15:20:00.0000000,15:35:00.0000000,1
Adult Medicine,2016-02-19,15:40:00.0000000,15:55:00.0000000,1
Adult Medicine,2016-02-19,15:45:00.0000000,16:00:00.0000000,1
Adult Medicine,2016-02-19,16:00:00.0000000,16:15:00.0000000,3
Adult Medicine,2016-02-19,16:20:00.0000000,16:35:00.0000000,1
Adult Medicine,2016-02-22,08:57:00.0000000,09:12:00.0000000,1
Adult Medicine,2016-02-22,09:00:00.0000000,09:15:00.0000000,8
Adult Medicine,2016-02-22,09:07:00.0000000,09:22:00.0000000,1
Adult Medicine,2016-02-22,09:10:00.0000000,09:25:00.0000000,1
Adult Medicine,2016-02-22,09:15:00.0000000,09:30:00.0000000,1
Adult Medicine,2016-02-22,09:20:00.0000000,09:35:00.0000000,4
Adult Medicine,2016-02-22,09:30:00.0000000,09:45:00.0000000,8
Adult Medicine,2016-02-22,09:30:00.0000000,10:00:00.0000000,1
Adult Medicine,2016-02-22,09:45:00.0000000,10:00:00.0000000,9
Adult Medicine,2016-02-22,09:50:00.0000000,10:05:00.0000000,2
Adult Medicine,2016-02-22,10:00:00.0000000,10:10:00.0000000,1
Adult Medicine,2016-02-22,10:00:00.0000000,10:15:00.0000000,5
Adult Medicine,2016-02-22,10:02:00.0000000,10:17:00.0000000,1
Adult Medicine,2016-02-22,10:10:00.0000000,10:25:00.0000000,1
Adult Medicine,2016-02-22,10:15:00.0000000,10:30:00.0000000,4
